Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2025-100044,2025-11-04,2025-11-09,First Class,Customer_99,Corporate,India,Pune,West,Technology,Accessories,Accessories Product,22900.19,3,0.2,0.0
CA-2025-100045,2026-11-12,2026-11-16,Second Class,Customer_147,Consumer,India,Bangalore,South,Technology,Laptops,Laptops Product,21136.4,5,0.0,2113.64
CA-2025-100046,2026-03-17,2026-03-22,Standard Class,Customer_243,Home Office,India,Lucknow,North,Technology,Accessories,Accessories Product,32602.67,4,0.05,2445.2
CA-2025-100047,2025-06-23,2025-06-24,First Class,Customer_159,Consumer,India,Pune,West,Technology,Laptops,Laptops Product,44342.57,3,0.0,4434.26
CA-2025-100048,2025-07-23,2025-07-25,Second Class,Customer_213,Home Office,India,Delhi,North,Office Supplies,Paper,Paper Product,68877.13,5,0.0,6887.71
CA-2025-100049,2026-08-13,2026-08-15,Second Class,Customer_113,Consumer,India,Jaipur,North,Furniture,Furnishings,Furnishings Product,17154.51,1,0.0,1715.45
CA-2025-100050,2026-12-14,2026-12-19,First Class,Customer_238,Home Office,India,Ahmedabad,West,Office Supplies,Paper,Paper Product,64231.15,1,0.15,1605.78
CA-2025-100051,2026-06-28,2026-07-03,Standard Class,Customer_229,Consumer,India,Lucknow,North,Furniture,Furnishings,Furnishings Product,42924.4,5,0.15,1073.11
CA-2025-100052,2026-05-02,2026-05-06,Standard Class,Customer_123,Corporate,India,Pune,West,Office Supplies,Storage,Storage Product,53630.38,5,0.15,1340.76
CA-2025-100053,2026-03-27,2026-03-28,First Class,Customer_78,Consumer,India,Pune,West,Office Supplies,Storage,Storage Product,23575.74,5,0.0,2357.57
CA-2025-100054,2026-01-28,2026-01-30,Second Class,Customer_32,Consumer,India,Kolkata,East,Office Supplies,Art,Art Product,28591.2,5,0.15,714.78
CA-2025-100055,2026-03-07,2026-03-11,Second Class,Customer_4,Corporate,India,Lucknow,North,Technology,Phones,Phones Product,59985.57,5,0.15,1499.64
CA-2025-100056,2025-11-02,2025-11-06,Second Class,Customer_113,Corporate,India,Jaipur,North,Technology,Laptops,Laptops Product,51450.92,5,0.05,3858.82
CA-2025-100057,2026-03-23,2026-03-27,Second Class,Customer_66,Home Office,India,Delhi,North,Furniture,Bookcases,Bookcases Product,46854.27,4,0.05,3514.07
CA-2025-100058,2026-07-01,2026-07-02,First Class,Customer_237,Consumer,India,Jaipur,North,Technology,Laptops,Laptops Product,46443.68,1,0.15,1161.09
CA-2025-100059,2025-02-21,2025-02-24,Second Class,Customer_216,Corporate,India,Jaipur,North,Furniture,Tables,Tables Product,31883.48,3,0.15,797.09
CA-2025-100060,2025-03-25,2025-03-29,Standard Class,Customer_36,Home Office,India,Delhi,North,Technology,Laptops,Laptops Product,3740.78,3,0.05,280.56
CA-2025-100061,2025-02-11,2025-02-12,Second Class,Customer_59,Home Office,India,Kolkata,East,Office Supplies,Binders,Binders Product,43531.36,2,0.05,3264.85
CA-2025-100062,2025-08-12,2025-08-16,Second Class,Customer_56,Home Office,India,Pune,West,Furniture,Tables,Tables Product,42451.9,1,0.05,3183.89
CA-2025-100063,2025-01-27,2025-01-30,Standard Class,Customer_125,Consumer,India,Lucknow,North,Technology,Accessories,Accessories Product,27826.15,2,0.0,2782.62
CA-2025-100064,2026-12-15,2026-12-18,First Class,Customer_260,Home Office,India,Lucknow,North,Office Supplies,Binders,Binders Product,24369.54,4,0.1,1218.48
CA-2025-100065,2025-12-16,2025-12-17,Standard Class,Customer_79,Corporate,India,Jaipur,North,Furniture,Chairs,Chairs Product,30403.29,3,0.15,760.08
CA-2025-100066,2025-06-30,2025-07-05,Standard Class,Customer_138,Corporate,India,Pune,West,Technology,Laptops,Laptops Product,54247.44,4,0.15,1356.19
CA-2025-100067,2025-09-09,2025-09-10,Standard Class,Customer_195,Corporate,India,Pune,West,Furniture,Tables,Tables Product,52558.29,5,0.2,0.0
CA-2025-100068,2025-01-30,2025-02-03,Second Class,Customer_142,Home Office,India,Hyderabad,South,Office Supplies,Art,Art Product,14927.18,3,0.1,746.36
CA-2025-100069,2025-01-11,2025-01-16,First Class,Customer_244,Home Office,India,Kolkata,East,Office Supplies,Paper,Paper Product,50433.22,4,0.2,0.0
CA-2025-100070,2026-12-30,2027-01-03,Second Class,Customer_298,Corporate,India,Ahmedabad,West,Office Supplies,Binders,Binders Product,20667.07,4,0.05,1550.03
CA-2025-100071,2026-04-30,2026-05-05,Second Class,Customer_233,Corporate,India,Chandigarh,North,Furniture,Furnishings,Furnishings Product,69764.54,5,0.1,3488.23
CA-2025-100072,2025-11-10,2025-11-13,First Class,Customer_111,Home Office,India,Kolkata,East,Office Supplies,Paper,Paper Product,22156.8,5,0.05,1661.76
CA-2025-100073,2026-05-11,2026-05-14,Second Class,Customer_117,Corporate,India,Lucknow,North,Technology,Laptops,Laptops Product,19881.61,1,0.05,1491.12
CA-2025-100074,2025-07-03,2025-07-06,Standard Class,Customer_150,Home Office,India,Delhi,North,Technology,Laptops,Laptops Product,8948.15,1,0.0,894.82
CA-2025-100075,2025-05-10,2025-05-14,First Class,Customer_27,Corporate,India,Mumbai,West,Office Supplies,Storage,Storage Product,32910.85,4,0.1,1645.54
CA-2025-100076,2026-05-05,2026-05-06,First Class,Customer_289,Corporate,India,Mumbai,West,Furniture,Furnishings,Furnishings Product,5278.34,1,0.05,395.88
CA-2025-100077,2025-03-29,2025-03-31,Standard Class,Customer_195,Corporate,India,Mumbai,West,Technology,Accessories,Accessories Product,42481.6,5,0.05,3186.12
CA-2025-100078,2026-03-30,2026-04-02,Standard Class,Customer_51,Consumer,India,Lucknow,North,Furniture,Bookcases,Bookcases Product,39847.2,1,0.2,0.0
CA-2025-100079,2026-10-03,2026-10-05,First Class,Customer_81,Consumer,India,Pune,West,Technology,Phones,Phones Product,11078.29,2,0.2,0.0
CA-2025-100080,2026-02-23,2026-02-27,Standard Class,Customer_233,Consumer,India,Lucknow,North,Furniture,Bookcases,Bookcases Product,2381.53,3,0.1,119.08
CA-2025-100081,2026-12-05,2026-12-07,First Class,Customer_279,Consumer,India,Pune,West,Technology,Laptops,Laptops Product,46316.69,2,0.15,1157.92
CA-2025-100082,2026-10-26,2026-10-28,Standard Class,Customer_292,Corporate,India,Pune,West,Office Supplies,Binders,Binders Product,4268.7,3,0.2,0.0
CA-2025-100083,2026-03-26,2026-03-27,Standard Class,Customer_253,Corporate,India,Ahmedabad,West,Technology,Accessories,Accessories Product,49011.38,3,0.2,0.0
CA-2025-100084,2025-03-24,2025-03-29,First Class,Customer_295,Home Office,India,Delhi,North,Furniture,Bookcases,Bookcases Product,42299.58,1,0.0,4229.96
CA-2025-100085,2025-01-22,2025-01-25,First Class,Customer_300,Corporate,India,Lucknow,North,Office Supplies,Paper,Paper Product,32988.01,4,0.1,1649.4
CA-2025-100086,2026-10-13,2026-10-17,First Class,Customer_169,Corporate,India,Mumbai,West,Furniture,Bookcases,Bookcases Product,28643.53,3,0.0,2864.35
CA-2025-100087,2026-12-12,2026-12-16,Second Class,Customer_46,Corporate,India,Pune,West,Technology,Accessories,Accessories Product,56968.27,5,0.0,5696.83
CA-2025-100088,2025-09-16,2025-09-19,Second Class,Customer_28,Consumer,India,Mumbai,West,Furniture,Chairs,Chairs Product,46070.46,5,0.15,1151.76
CA-2025-100089,2026-06-15,2026-06-18,Standard Class,Customer_68,Corporate,India,Lucknow,North,Furniture,Furnishings,Furnishings Product,53223.34,2,0.1,2661.17
CA-2025-100090,2026-03-25,2026-03-29,First Class,Customer_283,Corporate,India,Mumbai,West,Office Supplies,Paper,Paper Product,49713.82,3,0.2,0.0
CA-2025-100091,2025-04-06,2025-04-08,Standard Class,Customer_150,Home Office,India,Mumbai,West,Furniture,Chairs,Chairs Product,45374.91,2,0.15,1134.37
CA-2025-100092,2026-12-24,2026-12-27,Second Class,Customer_98,Home Office,India,Jaipur,North,Furniture,Furnishings,Furnishings Product,17136.79,5,0.05,1285.26
CA-2025-100093,2026-06-05,2026-06-07,First Class,Customer_145,Home Office,India,Mumbai,West,Furniture,Furnishings,Furnishings Product,23857.28,5,0.1,1192.86
CA-2025-100094,2025-11-02,2025-11-07,Second Class,Customer_177,Corporate,India,Lucknow,North,Technology,Accessories,Accessories Product,60581.72,4,0.2,0.0
CA-2025-100095,2026-07-20,2026-07-25,Second Class,Customer_120,Corporate,India,Jaipur,North,Furniture,Bookcases,Bookcases Product,60885.16,2,0.2,0.0
CA-2025-100096,2025-02-14,2025-02-17,First Class,Customer_65,Home Office,India,Ahmedabad,West,Technology,Accessories,Accessories Product,27086.9,2,0.15,677.17
CA-2025-100097,2026-08-28,2026-08-31,Standard Class,Customer_74,Corporate,India,Mumbai,West,Furniture,Chairs,Chairs Product,36863.98,4,0.0,3686.4
CA-2025-100098,2026-11-02,2026-11-04,Second Class,Customer_274,Corporate,India,Mumbai,West,Furniture,Bookcases,Bookcases Product,23765.43,4,0.0,2376.54
CA-2025-100099,2025-11-21,2025-11-25,Standard Class,Customer_47,Corporate,India,Chandigarh,North,Office Supplies,Binders,Binders Product,16510.44,3,0.05,1238.28
CA-2025-100100,2025-04-11,2025-04-12,First Class,Customer_151,Corporate,India,Ahmedabad,West,Office Supplies,Storage,Storage Product,63249.34,1,0.1,3162.47
CA-2025-100101,2026-01-19,2026-01-23,First Class,Customer_41,Home Office,India,Bangalore,South,Office Supplies,Art,Art Product,39658.37,2,0.05,2974.38
CA-2025-100102,2026-01-27,2026-02-01,Second Class,Customer_5,Corporate,India,Kolkata,East,Furniture,Tables,Tables Product,16329.97,3,0.15,408.25
CA-2025-100103,2025-10-22,2025-10-27,Standard Class,Customer_218,Home Office,India,Bangalore,South,Office Supplies,Art,Art Product,66171.97,5,0.1,3308.6
CA-2025-100104,2025-09-14,2025-09-18,Second Class,Customer_293,Corporate,India,Pune,West,Office Supplies,Art,Art Product,59748.15,1,0.05,4481.11
CA-2025-100105,2026-08-12,2026-08-15,Standard Class,Customer_255,Corporate,India,Pune,West,Office Supplies,Art,Art Product,19286.18,5,0.0,1928.62
CA-2025-100106,2025-08-24,2025-08-29,Standard Class,Customer_21,Corporate,India,Hyderabad,South,Office Supplies,Paper,Paper Product,43500.29,2,0.0,4350.03
CA-2025-100107,2026-03-28,2026-03-29,Standard Class,Customer_213,Consumer,India,Lucknow,North,Furniture,Tables,Tables Product,6400.32,3,0.1,320.02
CA-2025-100108,2025-07-25,2025-07-27,Second Class,Customer_174,Consumer,India,Chandigarh,North,Furniture,Bookcases,Bookcases Product,58150.04,3,0.15,1453.75
CA-2025-100109,2026-04-25,2026-04-26,First Class,Customer_203,Consumer,India,Bangalore,South,Office Supplies,Art,Art Product,67712.16,5,0.1,3385.61
CA-2025-100110,2025-09-28,2025-10-03,Second Class,Customer_191,Consumer,India,Mumbai,West,Furniture,Bookcases,Bookcases Product,47130.7,3,0.2,0.0
CA-2025-100111,2026-11-23,2026-11-25,Standard Class,Customer_238,Home Office,India,Ahmedabad,West,Office Supplies,Storage,Storage Product,64076.39,2,0.0,6407.64
CA-2025-100112,2025-11-06,2025-11-10,First Class,Customer_50,Consumer,India,Mumbai,West,Office Supplies,Binders,Binders Product,66243.68,3,0.15,1656.09
CA-2025-100113,2026-07-05,2026-07-07,Standard Class,Customer_80,Corporate,India,Jaipur,North,Furniture,Bookcases,Bookcases Product,46966.99,5,0.15,1174.17
CA-2025-100114,2026-11-02,2026-11-03,Standard Class,Customer_190,Consumer,India,Ahmedabad,West,Technology,Accessories,Accessories Product,65739.81,3,0.0,6573.98
CA-2025-100115,2026-03-31,2026-04-04,Standard Class,Customer_184,Consumer,India,Kolkata,East,Furniture,Chairs,Chairs Product,68666.85,3,0.2,0.0
CA-2025-100116,2026-02-12,2026-02-15,First Class,Customer_26,Corporate,India,Kolkata,East,Office Supplies,Art,Art Product,6507.97,2,0.2,0.0
CA-2025-100117,2025-09-07,2025-09-09,Standard Class,Customer_111,Consumer,India,Lucknow,North,Office Supplies,Binders,Binders Product,58104.27,5,0.05,4357.82
CA-2025-100118,2025-12-03,2025-12-05,Standard Class,Customer_129,Consumer,India,Lucknow,North,Office Supplies,Storage,Storage Product,60102.59,2,0.05,4507.69
CA-2025-100119,2025-04-23,2025-04-24,Second Class,Customer_9,Consumer,India,Bangalore,South,Office Supplies,Storage,Storage Product,55319.93,2,0.2,0.0
CA-2025-100120,2025-09-29,2025-09-30,Second Class,Customer_186,Home Office,India,Bangalore,South,Technology,Accessories,Accessories Product,36873.38,1,0.15,921.83
CA-2025-100121,2026-08-31,2026-09-01,Second Class,Customer_235,Home Office,India,Ahmedabad,West,Technology,Phones,Phones Product,66184.55,1,0.2,0.0
CA-2025-100122,2025-02-01,2025-02-02,First Class,Customer_42,Corporate,India,Ahmedabad,West,Furniture,Furnishings,Furnishings Product,48058.21,4,0.15,1201.46
CA-2025-100123,2026-09-15,2026-09-17,Standard Class,Customer_167,Corporate,India,Mumbai,West,Office Supplies,Storage,Storage Product,43739.79,5,0.2,0.0
CA-2025-100124,2026-09-04,2026-09-09,Standard Class,Customer_111,Corporate,India,Pune,West,Furniture,Furnishings,Furnishings Product,7032.57,1,0.2,0.0
CA-2025-100125,2026-04-08,2026-04-10,Second Class,Customer_161,Home Office,India,Jaipur,North,Furniture,Furnishings,Furnishings Product,27971.24,1,0.1,1398.56
CA-2025-100126,2025-09-19,2025-09-22,Second Class,Customer_50,Home Office,India,Bangalore,South,Technology,Accessories,Accessories Product,4792.62,1,0.0,479.26
CA-2025-100127,2026-01-17,2026-01-19,Standard Class,Customer_217,Home Office,India,Chandigarh,North,Office Supplies,Storage,Storage Product,46933.93,4,0.1,2346.7
CA-2025-100128,2025-02-22,2025-02-25,First Class,Customer_247,Consumer,India,Lucknow,North,Furniture,Bookcases,Bookcases Product,7341.68,5,0.05,550.63
CA-2025-100129,2025-04-21,2025-04-24,Second Class,Customer_288,Home Office,India,Chandigarh,North,Furniture,Chairs,Chairs Product,53406.13,5,0.05,4005.46
CA-2025-100130,2026-09-21,2026-09-26,First Class,Customer_140,Home Office,India,Delhi,North,Technology,Laptops,Laptops Product,58079.31,3,0.0,5807.93
CA-2025-100131,2025-11-13,2025-11-16,First Class,Customer_73,Home Office,India,Hyderabad,South,Office Supplies,Paper,Paper Product,60903.4,5,0.15,1522.59
CA-2025-100132,2026-10-11,2026-10-12,Second Class,Customer_81,Corporate,India,Mumbai,West,Technology,Laptops,Laptops Product,15137.79,4,0.15,378.44
CA-2025-100133,2025-11-16,2025-11-19,Standard Class,Customer_26,Home Office,India,Lucknow,North,Technology,Phones,Phones Product,61845.62,2,0.05,4638.42
CA-2025-100134,2025-03-25,2025-03-28,Second Class,Customer_111,Home Office,India,Ahmedabad,West,Technology,Accessories,Accessories Product,34047.75,4,0.15,851.19
CA-2025-100135,2025-04-27,2025-04-30,Standard Class,Customer_158,Consumer,India,Jaipur,North,Office Supplies,Storage,Storage Product,47507.43,5,0.15,1187.69
CA-2025-100136,2025-08-14,2025-08-18,Second Class,Customer_149,Corporate,India,Lucknow,North,Office Supplies,Binders,Binders Product,14389.18,2,0.05,1079.19
CA-2025-100137,2025-05-03,2025-05-04,Standard Class,Customer_118,Home Office,India,Ahmedabad,West,Technology,Accessories,Accessories Product,12381.07,4,0.2,0.0
CA-2025-100138,2026-07-27,2026-07-30,Second Class,Customer_295,Corporate,India,Mumbai,West,Furniture,Chairs,Chairs Product,30591.75,4,0.0,3059.18
CA-2025-100139,2026-08-11,2026-08-15,Standard Class,Customer_236,Home Office,India,Jaipur,North,Furniture,Chairs,Chairs Product,28411.76,3,0.05,2130.88
CA-2025-100140,2026-01-06,2026-01-07,First Class,Customer_203,Corporate,India,Jaipur,North,Office Supplies,Paper,Paper Product,30553.79,4,0.2,0.0
CA-2025-100141,2025-12-14,2025-12-16,Standard Class,Customer_100,Corporate,India,Hyderabad,South,Office Supplies,Binders,Binders Product,35782.78,1,0.2,0.0
CA-2025-100142,2025-12-26,2025-12-28,First Class,Customer_39,Consumer,India,Kolkata,East,Office Supplies,Paper,Paper Product,17992.18,2,0.2,0.0
CA-2025-100143,2026-10-06,2026-10-10,Second Class,Customer_162,Consumer,India,Ahmedabad,West,Technology,Laptops,Laptops Product,31478.48,5,0.2,0.0
CA-2025-100144,2026-03-27,2026-03-28,Second Class,Customer_260,Consumer,India,Ahmedabad,West,Furniture,Bookcases,Bookcases Product,55763.44,5,0.0,5576.34
CA-2025-100145,2025-11-14,2025-11-18,Standard Class,Customer_47,Home Office,India,Ahmedabad,West,Office Supplies,Binders,Binders Product,25874.76,3,0.0,2587.48
CA-2025-100146,2026-09-01,2026-09-06,Second Class,Customer_244,Home Office,India,Jaipur,North,Furniture,Chairs,Chairs Product,31536.39,5,0.05,2365.23
CA-2025-100147,2025-06-04,2025-06-05,Standard Class,Customer_89,Consumer,India,Ahmedabad,West,Office Supplies,Storage,Storage Product,68768.75,1,0.2,0.0
CA-2025-100148,2025-09-11,2025-09-15,Second Class,Customer_199,Corporate,India,Ahmedabad,West,Technology,Laptops,Laptops Product,42725.4,3,0.1,2136.27
CA-2025-100149,2025-12-13,2025-12-18,Standard Class,Customer_198,Corporate,India,Delhi,North,Technology,Laptops,Laptops Product,23491.99,3,0.0,2349.2
CA-2025-100150,2025-09-16,2025-09-21,Second Class,Customer_201,Consumer,India,Bangalore,South,Furniture,Chairs,Chairs Product,40833.49,2,0.1,2041.67
CA-2025-100151,2026-09-02,2026-09-03,Standard Class,Customer_270,Consumer,India,Pune,West,Technology,Accessories,Accessories Product,45080.18,3,0.05,3381.01
CA-2025-100152,2026-10-24,2026-10-28,Second Class,Customer_249,Consumer,India,Chandigarh,North,Furniture,Chairs,Chairs Product,25445.58,2,0.05,1908.42
CA-2025-100153,2025-08-20,2025-08-22,Standard Class,Customer_270,Consumer,India,Bangalore,South,Office Supplies,Storage,Storage Product,59125.54,1,0.2,0.0
CA-2025-100154,2026-11-09,2026-11-12,First Class,Customer_225,Consumer,India,Lucknow,North,Office Supplies,Art,Art Product,10882.27,2,0.2,0.0
CA-2025-100155,2026-02-25,2026-02-28,Standard Class,Customer_123,Corporate,India,Kolkata,East,Furniture,Bookcases,Bookcases Product,52692.14,4,0.05,3951.91
CA-2025-100156,2026-04-26,2026-04-28,Second Class,Customer_258,Home Office,India,Hyderabad,South,Technology,Laptops,Laptops Product,68912.34,4,0.1,3445.62
CA-2025-100157,2026-03-05,2026-03-07,Second Class,Customer_284,Consumer,India,Kolkata,East,Technology,Phones,Phones Product,61122.83,1,0.15,1528.07
CA-2025-100158,2026-12-30,2027-01-04,Standard Class,Customer_76,Corporate,India,Mumbai,West,Furniture,Chairs,Chairs Product,53441.87,3,0.15,1336.05
CA-2025-100159,2025-04-04,2025-04-06,Second Class,Customer_121,Corporate,India,Ahmedabad,West,Furniture,Chairs,Chairs Product,29101.29,4,0.2,0.0
CA-2025-100160,2025-03-25,2025-03-28,First Class,Customer_20,Corporate,India,Kolkata,East,Office Supplies,Storage,Storage Product,65164.73,3,0.05,4887.35
CA-2025-100161,2026-04-29,2026-05-01,First Class,Customer_77,Home Office,India,Ahmedabad,West,Furniture,Chairs,Chairs Product,63419.44,1,0.1,3170.97
CA-2025-100162,2026-09-16,2026-09-21,First Class,Customer_215,Home Office,India,Jaipur,North,Office Supplies,Storage,Storage Product,16711.05,1,0.0,1671.11
CA-2025-100163,2026-09-30,2026-10-04,Standard Class,Customer_124,Home Office,India,Mumbai,West,Office Supplies,Art,Art Product,41812.06,1,0.2,0.0
CA-2025-100164,2025-05-28,2025-05-31,Standard Class,Customer_44,Home Office,India,Jaipur,North,Office Supplies,Storage,Storage Product,16915.44,4,0.05,1268.66
CA-2025-100165,2026-01-05,2026-01-06,First Class,Customer_200,Corporate,India,Chandigarh,North,Technology,Laptops,Laptops Product,55070.22,5,0.2,0.0
CA-2025-100166,2025-02-14,2025-02-18,First Class,Customer_54,Home Office,India,Hyderabad,South,Furniture,Chairs,Chairs Product,25060.86,1,0.1,1253.04
CA-2025-100167,2025-12-07,2025-12-09,Standard Class,Customer_246,Home Office,India,Delhi,North,Furniture,Bookcases,Bookcases Product,56964.27,2,0.15,1424.11
CA-2025-100168,2025-07-06,2025-07-08,First Class,Customer_22,Corporate,India,Mumbai,West,Technology,Accessories,Accessories Product,2685.17,2,0.0,268.52
CA-2025-100169,2025-11-14,2025-11-19,Second Class,Customer_25,Home Office,India,Jaipur,North,Technology,Accessories,Accessories Product,17806.63,2,0.1,890.33
